날짜,시간,소요시간,이용차량 ,기온(°C),강수량(mm),풍속(m/s),지면온도(°C)
20210919,5,5:22,"42,004",21.4,0,2,20.8
20210919,6,4:58,"72,775",21.3,0,1.9,20.7
20210919,7,4:41,"101,323",21.2,0,1.6,21.3
20210919,8,4:02,"131,312",22,0,2,23.4
20210919,9,4:07,"173,429",23.2,0,1.7,26.7
20210919,10,4:20,"221,641",24.8,0,1.9,36
20210919,11,4:36,"251,469",26.2,0,1.8,37.9
20210919,12,4:55,"260,683",26.9,0,2.1,38.4
20210919,13,5:16,"259,267",26.6,0,2.1,33.8
20210919,14,5:35,"262,322",26.8,0,2.1,36.3
20210919,15,5:45,"265,768",27.5,0,2,39
20210919,16,5:49,"263,711",27.3,0,2.3,34.5
20210919,17,6:05,"250,630",26.7,0,2.6,30.1
20210919,18,6:21,"215,681",25.7,0,2.4,26.1
20210919,19,6:20,"172,897",24.7,0,1.9,23.8
20210919,20,6:08,"146,162",23.5,0,2,21.8
20210919,21,5:45,"125,750",22.7,0,1.6,20.9
20210919,22,6:21,"97,095",22.2,0,1.8,20.4
20210919,23,5:12,"65,017",21.4,0,1.8,19.7
20210920,0,3:48,"42,558",20.8,0,1.8,19.1
20210920,1,4:06,"28,051",20.3,0,1.8,18.7
20210920,2,4:12,"20,679",20.1,0,2,18.4
20210920,3,4:12,"17,878",19.9,0,2.6,18.3
20210920,4,4:24,"20,627",19.5,0,2.1,18.1
20210920,5,4:24,"36,175",19.2,0,1.7,17.9
20210920,6,4:30,"61,906",19.1,0,2,17.8
20210920,7,4:36,"94,635",19.2,0,1.1,18.2
20210920,8,4:36,"134,741",20.9,0,2,19.6
20210920,9,5:06,"187,620",23.1,0,2.2,30
20210920,10,5:18,"241,075",24.4,0,2.7,36.9
20210920,11,5:18,"276,009",24.8,0,2.3,35.7
20210920,12,5:18,"274,357",26,0,1.9,42
20210920,13,5:06,"260,242",26.8,0,3.3,46.6
20210920,14,5:00,"258,082",27.5,0,4.1,46.7
20210920,15,4:48,"254,080",28,0,4.3,44.6
20210920,16,4:54,"243,416",27.5,0,3.5,34.9
20210920,17,4:42,"225,137",27.2,0,6.1,30
20210920,18,4:30,"188,993",25.8,0,3.7,25.6
20210920,19,4:18,"153,948",25.1,0,2.7,23.6
20210920,20,4:06,"132,765",24.9,0,2.7,23.6
20210920,21,4:24,"114,842",24.5,0,3,23.1
20210920,22,4:34,"87,705",24.2,0,2.9,22.3
20210920,23,4:06,"57,025",23.8,0,3.6,22.2
